Sr No,State,Constituency,Candidate Name,Party Name,EVM Votes,Postal Votes,Total Votes,Percent Votes
33,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,BOMMAKANTI SOWMYA,Pyramid Party of India,201,4,205,0.02
34,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,KRUPAVARAM GANDU,Independent,159,2,161,0.02
35,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,PAMPARI NARENDER,Independent,143,-,143,0.01
36,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,SYED KHADER,Independent,132,1,133,0.01
37,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,B . SUNITHA RANI,Socialist Party (India),130,3,133,0.01
38,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,CHALIKA CHANDRA SEKHAR,Independent,129,-,129,0.01
39,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,PAGIDIPALLI SHYAMSON,Viduthalai Chiruthaigal Katchi,126,4,130,0.01
40,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,REDDYMALLA PARVATHI,Independent,126,1,127,0.01
41,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,VELAMARTHI. RAVI KIRAN,Independent,123,1,124,0.01
42,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,K. MURALI KRISHNA,Independent,120,-,120,0.01
43,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,DEVENDAR KONNE,Independent,117,-,117,0.01
44,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,KONDOJU MOHAN,Independent,113,1,114,0.01
45,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,MD KHALEEL UZ ZAMA,Independent,110,1,111,0.01
46,Telangana,Parliamentary  Constituency  8 - Secunderabad (Telangana) ,NOTA,None of the Above,5092,74,5166,0.49
1,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,KADIYAM KAVYA,Indian National Congress,575566,5728,581294,45.85
2,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,AROORI RAMESH,Bharatiya Janata Party,355875,5080,360955,28.47
3,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,Dr. MARAPALLY SUDHEER KUMAR,Bharat Rashtra Samithi,230820,1213,232033,18.3
4,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,AMBOJU BUDDAIAH,Alliance of Democratic Reforms Party,11103,12,11115,0.88
5,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,KALPANA PANJA,Bahujan Samaj Party,9230,97,9327,0.74
6,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,KONGARA ANIL KUMAR,Independent,6259,-,6259,0.49
7,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,ANIL KUMAR GADEPAKA,Independent,4482,4,4486,0.35
8,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,BUNGA JYOTHI RAMANA,Aihra National Party,4262,3,4265,0.34
9,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,MEKALA SUMAN,Dharma Samaj Party,3972,66,4038,0.32
10,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,AR NENA PREM READY RIPEEKA,Mana Telangana Rashtra Samaikya Party,3625,9,3634,0.29
11,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,KOYYADA NARESH,Independent,3283,3,3286,0.26
12,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,PRAMEELA JANNU,Independent,3022,-,3022,0.24
13,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,BARIGELA SHIVA,Independent,2947,2,2949,0.23
14,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,S P K  SAGAR,Jai Maha Bharath Party,2769,4,2773,0.22
15,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,PASULA RAVI,Republican Party of India (Athawale),2220,19,2239,0.18
16,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,DEVARAJU PENDELA,Rashtriya Praja Congress  (Secular),2072,11,2083,0.16
17,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,POTHARAJU NARASIMHARAJU,Independent,1955,-,1955,0.15
18,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,BOLLAM VIJAY KUMAR,Independent,1821,4,1825,0.14
19,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,MACHA DEVENDER,Viduthalai Chiruthaigal Katchi,1753,16,1769,0.14
20,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,ROOPA POLEPAKA,Independent,1657,2,1659,0.13
21,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,NARMADA PRAVEEN,Pyramid Party of India,1657,7,1664,0.13
22,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,DHAYAKAR GAJJI,Independent,1637,1,1638,0.13
23,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,POGULA ASHOK,Independent,1333,4,1337,0.11
24,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,THANDRA ESHWAR,Independent,1290,2,1292,0.1
25,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,MANDA NARESH,Independent,1044,7,1051,0.08
26,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,KOTHAPALLI SAVITHRI,Marxist Communist Party of India (United),1018,5,1023,0.08
27,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,PUTTA VINOD KUMAR,Independent,908,1,909,0.07
28,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,BOCHU RAJU,Independent,905,8,913,0.07
29,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,PAITHARA ACHYUTH,Independent,901,5,906,0.07
30,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,MANGALAPELLI ASHAIAH,Independent,847,-,847,0.07
31,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,GADDAM CHIRANJEEVI,Independent,825,1,826,0.07
32,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,MOTHKUPELLY PRABHAKAR,Independent,818,1,819,0.06
33,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,GANNARAPU RAVINDER,Independent,752,-,752,0.06
34,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,GANIPAKA PRADEEP,Independent,710,3,713,0.06
35,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,RAMESH BABU SHANIGARAPU,Independent,658,4,662,0.05
36,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,Dr GADAM MALLESH,Jai Bharat National Party,563,4,567,0.04
37,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,THALLAPALLY VENKATAIAH,Independent,538,-,538,0.04
38,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,BASHIPAKA SUDHAKAR,Independent,503,2,505,0.04
39,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,RK GANAPURAM,Independent,468,6,474,0.04
40,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,CHILUVERU PRATHAP,Independent,399,2,401,0.03
41,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,THATIKAYALA SATHISH BABU,Independent,382,2,384,0.03
42,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,CHILUMULLA SUJATHA,Independent,377,2,379,0.03
43,Telangana,Parliamentary  Constituency  15 - Warangal (Telangana) ,NOTA,None of the Above,8209,171,8380,0.66
1,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,SURESH KUMAR SHETKAR,Indian National Congress,523919,4499,528418,42.73
2,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,B. B. PATIL,Bharatiya Janata Party,476023,6207,482230,39
3,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,ANILKUMAR GALI,Bharat Rashtra Samithi,171412,666,172078,13.92
4,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,KOTHA BALIJA BASWARAJ,Telangana Praja Shakthi Party,8362,11,8373,0.68
5,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,CHAVAGANI MANI,Alliance of Democratic Reforms Party,6295,14,6309,0.51
6,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,YAKUB SHARIF MD,Independent,5484,5,5489,0.44
7,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,MAHADHEV SWAMI MATAM,Independent,5408,4,5412,0.44
8,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,B. MARUTHI RAO,Independent,4248,4,4252,0.34
9,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,S. RAJU,Independent,3511,3,3514,0.28
10,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,SATYANARAYANA GOUD KOVURI,Independent,2875,1,2876,0.23
11,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,RAMESH. SAJJAPUR.,Independent,2477,2,2479,0.2
12,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,KAMMARI ANANDEESHWAR,Independent,2381,3,2384,0.19
13,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,JAIPAL NAYAK JADAVATH,Independent,2217,51,2268,0.18
14,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,GURRAPU MACHANDER,All India Forward Bloc,1760,9,1769,0.14
15,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,T.D.S. MANI,Dharma Samaj Party,1628,27,1655,0.13
16,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,MOHD SADDAM,Independent,1567,1,1568,0.13
17,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,MALEPU MOHAN REDDY,Pyramid Party of India,1095,7,1102,0.09
18,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,ASHOK TALARI,Independent,831,6,837,0.07
19,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,ROMALA BABU DURGAIAH,India Praja Bandhu Party,601,2,603,0.05
20,Telangana,Parliamentary  Constituency  5 - Zahirabad (Telangana) ,NOTA,None of the Above,2933,44,2977,0.24
1,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,KRITI DEVI DEBBARMAN,Bharatiya Janata Party,768129,9318,777447,68.54
2,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,RAJENDRA REANG,Communist Party of India  (Marxist),287772,2856,290628,25.62
3,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,ARCHANA URANG,Independent,10814,108,10922,0.96
4,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,DARSHAN KUMAR REANG,Independent,9200,69,9269,0.82
5,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,SANTOJOY TRIPURA,Independent,6825,37,6862,0.6
6,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,SHIB CHANDRA DEBBARMA,Independent,6685,34,6719,0.59
7,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,SATRUGHNA JAMATIA,Independent,5939,28,5967,0.53
8,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,KRISHNA MOHAN JAMATIA,Independent,4166,51,4217,0.37
9,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,KALPA MOHAN TRIPURA,Independent,3958,53,4011,0.35
10,Tripura,Parliamentary  Constituency  2 - Tripura East (Tripura) ,NOTA,None of the Above,18176,127,18303,1.61
1,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,BIPLAB KUMAR DEB,Bharatiya Janata Party,868484,12857,881341,72.85
2,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,ASISH KUMAR SAHA,Indian National Congress,265912,3851,269763,22.3
3,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,RAMENDRA REANG,Independent,8899,33,8932,0.74
4,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,ARUN KUMAR BHAUMIK,Socialist Unity Centre Of India (COMMUNIST),8617,167,8784,0.73
5,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,GOURI SANKAR NANDI,Independent,8074,40,8114,0.67
6,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,MILAN PADA MURASING,Independent,6625,27,6652,0.55
7,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,BALARAM DEBBARMA,Independent,4356,123,4479,0.37
8,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,BRAJALAL DEBNATH,Independent,3656,27,3683,0.3
9,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,ARNAB ROY,Republican Party of India (A),3420,29,3449,0.29
10,Tripura,Parliamentary  Constituency  1 - Tripura West (Tripura) ,NOTA,None of the Above,14444,168,14612,1.21
1,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,PROF S P SINGH BAGHEL,Bharatiya Janata Party,597061,2336,599397,53.34
2,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,SURESH CHAND KARDAM,Samajwadi Party,326644,1459,328103,29.2
3,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,POOJA AMROHI,Bahujan Samaj Party,175810,664,176474,15.7
4,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,ARAM SINGH,Peoples Party of India (Democratic),4130,13,4143,0.37
5,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,KULDEEP KUMAR,Bharatiya Kisan Parivartan Party,1997,5,2002,0.18
6,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,MAHENDRA SINGH,Independent,1779,6,1785,0.16
7,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,POOJA,Independent,1363,7,1370,0.12
8,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,SARVESH KUMAR,Bharatiya Majdoor Janta Party,1123,10,1133,0.1
9,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,AMBEDAKARI HASANURAM AMBEDAKARI,Independent,927,6,933,0.08
10,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,JITENDRA GAUTAM,Lokpriya Rashtrawadi Party,780,2,782,0.07
11,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,CHANDRA PAL,Adarsh Samaj Party,640,3,643,0.06
12,Uttar Pradesh,Parliamentary  Constituency  18 - Agra (Uttar Pradesh) ,NOTA,None of the Above,6929,85,7014,0.62
1,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,514256,3167,517423,47.6
2,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,RAJARAM PAL,Samajwadi Party,469766,3312,473078,43.52
3,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,RAJESH KUMAR DWIVEDI,Bahujan Samaj Party,72679,461,73140,6.73
4,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,RAJARAM,Independent,4629,13,4642,0.43
5,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,3160,13,3173,0.29
6,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,CHANDRESH SINGH,Bhartiya Shakti Chetna Party,2641,13,2654,0.24
7,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,YOGESH JAISWAL,Independent,2529,14,2543,0.23
8,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,VIPIN KUMAR,Rashtriya Sanskriti Party,1489,5,1494,0.14
9,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,RAMGOPAL,Rashtriya Janutthan Party,1146,11,1157,0.11
10,Uttar Pradesh,Parliamentary  Constituency  44 - Akbarpur (Uttar Pradesh) ,NOTA,None of the Above,7523,126,7649,0.7
1,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,SATISH KUMAR GAUTAM,Bharatiya Janata Party,500453,1381,501834,44.28
2,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,BIJENDRA SINGH,Samajwadi Party,485588,599,486187,42.9
3,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Bahujan Samaj Party,123770,159,123929,10.93
4,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,GYANI RAM,Independent,3795,4,3799,0.34
5,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,SATISH KUMAR,Independent,3553,8,3561,0.31
6,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,SATISH KUMAR,Swatantra Jantaraj Party,1647,1,1648,0.15
7,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,MANOJ KUMAR ALIAS MANOJ LODHI,Saman Adhikar Party,1434,6,1440,0.13
8,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Independent,1308,11,1319,0.12
9,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,SURENDRA,Moulik Adhikar Party,1175,3,1178,0.1
10,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,RAJESH KUMAR,Independent,1053,3,1056,0.09
11,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,DILEEP SHARMA AD.,Independent,952,3,955,0.08
12,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,MAHESH CHANDRA SHARMA,Independent,733,3,736,0.06
13,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,RAJ KUMAR,Rashtriya Shoshit Samaj Party,407,5,412,0.04
14,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,MANOJ KUMAR SHARMA ADVOCATE,Loktantrik Janshakti Party,371,7,378,0.03
15,Uttar Pradesh,Parliamentary  Constituency  15 - Aligarh (Uttar Pradesh) ,NOTA,None of the Above,4916,18,4934,0.44
1,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,UJJWAL RAMAN SINGH,Indian National Congress,461100,1045,462145,48.8
2,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,NEERAJ TRIPATHI,Bharatiya Janata Party,402659,691,403350,42.59
3,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,RAMESH KUMAR PATEL,Bahujan Samaj Party,49045,99,49144,5.19
4,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,GOPAL SWROOP JOSHI,Independent,4248,-,4248,0.45
5,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,AJEET KUMAR PATEL,Pragatisheel Samaj Party,2641,1,2642,0.28
6,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,MOOLNIWASI HEMRAJ SINGH,Peoples Party of India (Democratic),2350,5,2355,0.25
7,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,GEETA RANI SHARMA,Independent,2197,-,2197,0.23
8,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,HANSHRAJ KOL,Apna Dal (Kamerawadi),2137,4,2141,0.23
9,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,RAJENDRA PRASAD PRAJAPATI,Bhagidari Party(P),1844,3,1847,0.2
10,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,AVANEESH KUMAR,Independent,1834,1,1835,0.19
11,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,ANUJ SWAROOP SHUKLA,Independent,1615,1,1616,0.17
12,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,SHIV PRASAD VISHWAKARMA,Samyak Party,1326,-,1326,0.14
13,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,SARVAJEET SINGH,Kamera Samaj Party,1177,-,1177,0.12
14,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,RAJDHAR SINGH PATEL,Rashtriya Samaj Dal (R),1024,1,1025,0.11
15,Uttar Pradesh,Parliamentary  Constituency  52 - Allahabad (Uttar Pradesh) ,NOTA,None of the Above,9949,3,9952,1.05
1,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,LALJI VERMA,Samajwadi Party,543721,1238,544959,46.3
2,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,RITESH PANDEY,Bharatiya Janata Party,406851,861,407712,34.64
3,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,QAMAR HAYAT,Bahujan Samaj Party,199252,247,199499,16.95
4,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,NEELAM SINGH,Moolniwasi Samaj Party,4321,10,4331,0.37
5,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,SHABANA KHATOON,Peace Party,3983,7,3990,0.34
6,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,JAVED AHMAD SIDDIQUI,Independent,3857,3,3860,0.33
7,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,RAM NARESH PRAJAPATI,Bhagidari Party(P),3410,3,3413,0.29
8,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,VIVEK KUMAR,Bhartiya Shakti Chetna Party,1848,2,1850,0.16
9,Uttar Pradesh,Parliamentary  Constituency  55 - Ambedkar Nagar (Uttar Pradesh) ,NOTA,None of the Above,7429,19,7448,0.63
1,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,KISHORI LAL,Indian National Congress,536680,2548,539228,54.99
2,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,SMRITI IRANI,Bharatiya Janata Party,370754,1278,372032,37.94
3,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,NANHE SINGH CHAUHAN,Bahujan Samaj Party,34418,116,34534,3.52
4,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,SURENDRA KUMAR,Independent,5699,-,5699,0.58
5,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,DINESH CHANDRA MAURYA,Janshakti Samta Party,4569,8,4577,0.47
6,Uttar Pradesh,Parliamentary  Constituency  37 - Amethi (Uttar Pradesh) ,JAGDAMBA PRASAD YADAV,Independent,4019,1,4020,0.41
